word,root,rule,base
tandetsy,letsy,tan~,letsy
tandifika,difika,tan~,difika
tandindomina,tandindona,~ina,tandindona
tandomerina,tandomitra,~ina,tandomitra
tandonaka,lonaka,tan~,lonaka
tandraina,tandra,~ina,tandra
tandremana,tandrina,~ana,tandrina
tandrena,tandry,~na,tandry
tandrifina,tandrify,~ina,tandrify
tandrohana,tandroka,~ana,tandroka
tandrohina,tandroka,~ina,tandroka
tandronina,tandrona,~ina,tandrona
tandrovina,tandro,~ina,tandro
tanehina,tanika,~ina,tanika
tangaranina,tangarana,~ina,tangarana
tangazona,tangazona,tan~,hazona
tangazonina,tangazona,~ina,tangazona
tangenana,tangena,~ana,tangena
tangerenana,tangerina,~ana,tangerina
tangerina,tangerina,tan~,herina
tangezaheza,hezaheza,tan~,hezaheza
tangina,tangy,~ina,tangy
tangirifana,tangirika,~ana,tangirika
tangirihana,tangirika,~ana,tangirika
tangirika,tangirika,tan~,hirika
tangitrihana,tangitrika,~ana,tangitrika
tangitrika,tangitrika,tan~,hitrika
tangizina,tangizina,tan~,hizina
tangolehana,tangolika,~ana,tangolika
tangolehina,tangolika,~ina,tangolika
tangolika,tangolika,tan~,holika
tangoloahana,tangoloaka,~ana,tangoloaka
tangongoana,tangongo,~ana,tangongo
tangongoina,tangongo,~ina,tangongo
tangopetaka,tangopetaka,tan~,hopetaka
tangorona,horona,tan~,horona
tangoronana,horona,~ana,tangorona
tangoronina,horona,~ina,tangorona
tangosana,tango,~ana,tango
tangotango,tango,~~,tango
tangozanina,tangozana,~ina,tangozana
taniana,tany,~ana,tany
tanila,tanila,tan~,ila
tanilaina,tanila,~ina,tanila
taninana,tanina,~ana,tanina
tanindrana,indrana,tan~,indrana
taninina,tanina,~ina,tanina
tanisa,tanisa,tan~,isa
tanisaina,tanisa,~ina,tanisa
tanjahina,tanjaka,~ina,tanjaka
tanjatanjaka,tanjaka,~~,tanjaka
tanjozorina,tanjozotra,~ina,tanjozotra
tankazo,hazo,tan~,hazo
tankosenana,tankosina,~ana,tankosina
tankosina,tankosina,tan~,hosina
tankosinina,tankosina,~ina,tankosina
tanondrehina,"tanondrika""",~ina,"tanondrika"""
tanondrika,tanondrika,tan~,ondrika
tanontanonana,tanontanona,~ana,tanontanona
tanontanonina,tanontanona,~ina,tanontanona
tanoraina,tanora,~ina,tanora
tantana,tantana,tan~,tana
tantanana,tantana,~ana,tantana
tantanina,tantana,~ina,tantana
tantaraina,tantara,~ina,tantara
tantaranina,tantarana,~ina,tantarana
tantavanina,tantavana,~ina,tantavana
tantazana,tanty,~ana,tanty
tanterahina,tanteraka,~ina,tanteraka
tantsaha,saha,tan~,saha
tantsambo,sambo,tan~,sambo
tantsiraka,antsiraka,t~,antsiraka
taomina,taona,~ina,taona
tapahina,tapaka,~ina,tapaka
tapatapahina,tapaka,~ina,tapatapaka
tapatapaka,tapaka,~~,tapaka
tapelaka,pelaka,ta~,pelaka
taperina,tapitra,~ina,tapitra
tapiaka,piaka,ta~,piaka
tapihina,tapika,~ina,tapika
tapika,tapika,ta~,pika
tapitapitra,tapitra,~~,tapitra
tapoaka,poaka,ta~,poaka
tarafina,taratra,~ina,taratra
tarainina,taraina,~ina,taraina
taranahina,taranaka,~ina,taranaka
taranina,tarana,~ina,tarana
taranjana,ranjana,ta~,ranjana
tarataraina,taratara,~ina,taratara
tarataratra,taratra,~~,taratra
tarazoina,tarazo,~ina,tarazo
tariavina,taria,~ina,taria
tarihina,tarika,~ina,tarika
tarina,tary,~ina,tary
taritarika,tarika,~~,tarika
taritina,tarika,~ina,tarika
tarofana,taroka,~ana,taroka
tarohana,taroka,~ana,taroka
tarotaroka,taroka,~~,taroka
tarozaka,tarozaka,ta~,rozaka
tasitasy,tasy,~~,tasy
tatahana,tataka,~ana,tataka
tatahina,tataka,~ina,tataka
tataina,tata,~ina,tata
tatanina,tatana,~ina,tatana
tataovana,tatao,~ana,tatao
tataovina,tatao,~ina,tatao
tatarana,tatatra,~ana,tatatra
tataroana,tataro,~ana,tataro
tataroina,tataro,~ina,tataro
taterina,tatitra,~ina,tatitra
tato,ato,t~,ato
tavandraina,tavandra,~ina,tavandra
tavanina,tavana,~ina,tavana
tavaratse,avaratse,t~,avaratse
tavela,vela,ta~,vela
tavezina,tavy,~ina,tavy
tavintavenina,tavintavina,~ina,tavintavina
tavohana,tavoka,~ana,tavoka
tavolo,volo,ta~,volo
tavonana,tavona,~ana,tavona
tavoravora,voravora,ta~,voravora
tavotavoka,tavoka,~~,tavoka
tavozavoza,vozavoza,ta~,vozavoza
tazanina,tazana,~ina,tazana
tazoina,tazo,~ina,tazo
tazonina,tazona,~ina,tazona
tebahina,tebaka,~ina,tebaka
tebatebaka,tebaka,~~,tebaka
tefahina,tefaka,~ina,tefaka
tefatefaka,tefaka,~~,tefaka
tefena,tefy,~na,tefy
tefitefena,tefitefy,~na,tefitefy
tefitefy,tefitefy,~~,tefy
tefohana,tefoka,~ana,tefoka
tehafina,tehaka,~ina,tehaka
tehatehafina,tehatehaka,~ina,tehatehaka
tehatehaka,tehatehaka,~~,tehaka
tehefana,tehika,~ana,tehika
tehenana,tehina,~ana,tehina
tehenina,tehina,~ina,tehina
teloina,telo,~ina,telo
telovina,telo,~ina,telo
temerina,temitra,~ina,temitra
tenaina,tena,~ina,tena
tenatena,tena,~~,tena
tenatenaina,tena,~ina,tenatena
tendana,tenda,~ana,tenda
tendrena,tendry,~na,tendry
tendritendry,tendry,~~,tendry
tendroina,tendro,~ina,tendro
tenerina,tenitra,~ina,tenitra
teniteny,teny,~~,teny
tenomina,tenona,~ina,tenona
tentenana,tentina,~ana,tentina
tepotepo,tepotepo,~~,tepo
terena,tery,~na,tery
teriterena,tery,~na,teritery
teritery,tery,~~,tery
tetehina,tetika,~ina,tetika
tetena,tety,~na,tety
tetevana,tete,~ana,tete
tetezina,tety,~ina,tety
tetitetika,tetika,~~,tetika
tevatevaina,tevateva,~ina,tevateva
tevatevazina,tevateva,~ina,tevateva
tevehina,tevika,~ina,tevika
tevena,tevy,~na,tevy
tevitevika,tevika,~~,tevika
tezaina,teza,~ina,teza
tezitezitra,tezitra,~~,tezitra
tiana,tia,~ana,tia
tiatia,tia,~~,tia
tiavina,tia,~ina,tia
tifahina,tifaka,~ina,tifaka
tifihina,tifika,~ina,tifika
tifirina,tifitra,~ina,tifitra
tihitihika,tihitihika,~~,tihika
tilina,tily,~ina,tily
tinaba,taba,~in~,taba
tinabataba,tabataba,~in~,tabataba
tinady,tady,~in~,tady
tinafika,tafika,~in~,tafika
tinafo,tafo,~in~,tafo
tinafy,tafy,~in~,tafy
tinaha,taha,~in~,taha
tinahaka,tahaka,~in~,tahaka
tinahy,tahy,~in~,tahy
tinaingina,taingina,~in~,taingina
tinaitra,taitra,~in~,taitra
tinaiza,taiza,~in~,taiza
tinakatra,takatra,~in~,takatra
tinakona,takona,~in~,takona
tinakotra,takotra,~in~,takotra
tinaky,taky,~in~,taky
tinambina,tambina,~in~,tambina
tinambitamby,tambitamby,~in~,tambitamby
tinamby,tamby,~in~,tamby
tinampika,tampika,~in~,tampika
tinampina,tampina,~in~,tampina
tinampoka,tampoka,~in~,tampoka
tinampona,tampona,~in~,tampona
tinandra,tandra,~in~,tandra
tinapaka,tapaka,~in~,tapaka
tinataka,tataka,~in~,tataka
tinatatra,tatatra,~in~,tatatra
tinazona,tazona,~in~,tazona
tinebaka,tebaka,~in~,tebaka
tinehaka,tehaka,~in~,tehaka
tinehika,tehika,~in~,tehika
tinendro,tendro,~in~,tendro
tinendry,tendry,~in~,tendry
tinentina,tentina,~in~,tentina
tinery,tery,~in~,tery
tinetika,tetika,~in~,tetika
tinety,tety,~in~,tety
tinevateva,tevateva,~in~,tevateva
tinevika,tevika,~in~,tevika
tinevy,tevy,~in~,tevy
tinezitra,tezitra,~in~,tezitra
tinifitra,tifitra,~in~,tifitra
tinily,tily,~in~,tily
tinombana,tombana,~in~,tombana
tinomboka,tomboka,~in~,tomboka
tinompo,tompo,~in~,tompo
tinongotra,tongotra,~in~,tongotra
tinonta,tonta,~in~,tonta
tinoraka,toraka,~in~,toraka
tinorotoro,torotoro,~in~,torotoro
tinory,tory,~in~,tory
tinoto,toto,~in~,toto
tinototra,tototra,~in~,tototra
tinovana,tovana,~in~,tovana
tinovo,tovo,~in~,tovo
tinozo,tozo,~in~,tozo
tipitipy,tipitipy,~~,tipy
titina,tity,~ina,tity
toatoavina,toatoa,~ina,toatoa
toavina,toa,~ina,toa
tobahana,tobaka,~ana,tobaka
tobahina,tobaka,~ina,tobaka
tobaina,toba,~ina,toba
tobatobaina,tobatoba,~ina,tobatoba
tobatobaka,tobaka,~~,tobaka
tobebaka,tobebaka,to~,bebaka
tobitoby,toby,~~,toby
todihina,todika,~ina,todika
todina,tody,~ina,tody
toditodika,todika,~~,todika
toerana,toetra,~ana,toetra
toetoetra,toetra,~~,toetra
tofefika,tofefika,to~,fefika
tofezahina,tofezaka,~ina,tofezaka
tofezaka,tofezaka,to~,fezaka
tohaina,toha,~ina,toha
tohanana,tohana,~ana,tohana
toharana,tohatra,~ana,tohatra
toharina,tohatra,~ina,tohatra
tohatoha,toha,~~,toha
tohatohatra,tohatra,~~,tohatra
tohenjy,tohenjy,to~,henjy
toherina,tohitra,~ina,tohitra
tohifina,tohika,~ina,tohika
tohinana,tohina,~ana,tohina
tohinina,tohina,~ina,tohina
tohinjaka,tohinjaka,to~,hinjaka
tohitohitra,tohitra,~~,tohitra
tohitohy,tohy,~~,tohy
tohizana,tohy,~ana,tohy
tohizina,tohy,~ina,tohy
tohofana,tohoka,~ana,tohoka
tohotohoka,tohoka,~~,tohoka
tokalo,tokalo,to~,kalo
tokavina,toka,~ina,toka
tokina,toky,~ina,toky
tokoana,toko,~ana,toko
tokoavana,tokoa,~ana,tokoa
tokoavina,tokoa,~ina,tokoa
tolantsika,tolantsika,to~,lantsika
tolatola,tolatola,~~,tola
tolatolaka,tolaka,~~,tolaka
toletsy,toletsy,to~,letsy
tolila,tolila,to~,ila
tolokoina,toloko,~ina,toloko
toloky,loky,to~,loky
tolomina,tolona,~ina,tolona
tolorana,tolotra,~ana,tolotra
tolotolotra,tolotra,~~,tolotra
tomady,tomady,~om~,tady
tomamotamo,tomamotamo,~om~,tamotamo
tomandavana,tandavana,~om~,tandavana
tomany,tomany,~om~,tany
tomarataratra,taratra,~om~,tarataratra
tombanana,tombana,~ana,tombana
tombenana,tombina,~ana,tombina
tombohana,tomboka,~ana,tomboka
tombohina,tomboka,~ina,tomboka
tombotombo,tombo,~~,tombo
tombotomboka,tombotomboka,~~,tomboka
tomoerana,tomoetra,~ana,tomoetra
tomoetra,tomoetra,~om~,toetra
tomohoka,tohoka,~om~,tohoka
tomombana,tombana,~om~,tombana
tomorina,tomotra,~ina,tomotra
tompoana,tompo,~ana,tompo
tompoina,tompo,~ina,tompo
tompotompo,tompo,~~,tompo
tonafana,tonaka,~ana,tonaka
tondrahana,tondraka,~ana,tondraka
tondratondraka,tondraka,~~,tondraka
tondritana,tondritra,~ana,tondritra
tondritina,tondritra,~ina,tondritra
tondroina,tondro,~ina,tondro
tonena,tony,~na,tony
tongavina,tonga,~ina,tonga
tongilana,tongilana,to~,hilana
tongilanina,tongilana,~ina,tongilana
tongoavana,tongoa,~ana,tongoa
tongoavina,tongoa,~ina,tongoa
tongorana,tongotra,~ana,tongotra
tonina,tony,~ina,tony
tonitonena,tony,~na,tonitony
tonitony,tony,~~,tony
tonjenana,tonjina,~ana,tonjina
tonjina,tonjina,t~,onjina
tonohoka,tohoka,~on~,tohoka
tonolotra,tolotra,~on~,tolotra
tononana,tonona,~ana,tonona
tononina,tonona,~ina,tonona
tonontononina,tonona,~ina,tonontonona
tonoto,toto,~on~,toto
tonotono,tono,~~,tono
tonototra,tototra,~on~,tototra
tontafana,tonta,~ana,tonta
tontaina,tonta,~ina,tonta
tontalina,tontaly,~ina,tontaly
tontana,tonta,~ana,tonta
tontatonta,tonta,~~,tonta
tontonana,tontona,~ana,tontona
tontosaina,tontosa,~ina,tontosa
topatopa,topatopa,~~,topa
topazana,topy,~ana,topy
topitopy,topy,~~,topy
torahana,toraka,~ana,toraka
toranina,torana,~ina,torana
toratoraka,toraka,~~,toraka
toreraka,reraka,to~,reraka
torina,tory,~ina,tory
torisihina,torisika,~ina,torisika
torisika,torisika,to~,risika
toritory,toritory,~~,tory
toroana,toro,~ana,toro
torohana,toroka,~ana,toroka
torohina,toroka,~ina,toroka
torosina,torosy,~ina,torosy
torotoro,torotoro,~~,toro
torotoroina,torotoro,~ina,torotoro
tosahana,tosaka,~ana,tosaka
tosahina,tosaka,~ina,tosaka
tosatosaka,tosaka,~~,tosaka
tosina,tosy,~ina,tosy
tositosika,tosika,~~,tosika
totalina,totaly,~ina,totaly
totena,toty,~na,toty
totofana,tototra,~ana,tototra
totohitra,tohitra,to~,tohitra
totoina,toto,~ina,toto
totonganana,totongana,~ana,totongana
totorana,tototra,~ana,tototra
totorina,tototra,~ina,tototra
totototo,totototo,~~,toto
tovanana,tovana,~ana,tovana
tovina,to,~ina,to
tovitovy,tovy,~~,tovy
tovonana,tovona,~ana,tovona
tovozana,tovo,~ana,tovo
tovozina,tovo,~ina,tovo
tozoina,tozo,~ina,tozo
tozotozo,tozo,~~,tozo
trabahana,trabaka,~ana,trabaka
trabatrabaka,trabaka,~~,trabaka
trafantrafanina,trafana,~ina,trafantrafana
trafoina,trafo,~ina,trafo
trahotraho,traho,~~,traho
traingoina,traingo,~ina,traingo
traitraika,traika,~~,traika
trandrahina,trandraka,~ina,trandraka
trangatranga,tranga,~~,tranga
tranotrano,trano,~~,trano
traohina,traoka,~ina,traoka
traotraoka,traoka,~~,traoka
tratraina,tratra,~ina,tratra
tratraka,traka,~~,traka
tratrarina,tratra,~ina,tratra
tratrevaina,tratreva,~ina,tratreva
trebehina,trebika,~ina,trebika
trebitrebika,trebika,~~,trebika
trebonina,trebona,~ina,trebona
treforana,trefotra,~ana,trefotra
treotreoka,treotreoka,~~,treoka
treronina,trerona,~ina,trerona
tresahina,tresaka,~ina,tresaka
tresatresaka,tresaka,~~,tresaka
triarina,triatra,~ina,triatra
triatriatra,triatra,~~,triatra
trifanina,trifana,~ina,trifana
trinaingo,traingo,~in~,traingo
trinandraka,trandraka,~in~,trandraka
trinebika,trebika,~in~,trebika
tringatringa,tringa,~~,tringa
trinotro,trotro,~in~,trotro
tritritritry,tritry,~~,tritry
troarana,troatra,~ana,troatra
troatroaka,troaka,~~,troaka
troatroatra,troatra,~~,troatra
trobahana,trobaka,~ana,trobaka
trobatrobaka,trobaka,~~,trobaka
trofina,troka,~ina,troka
trohina,troka,~ina,troka
trongisina,trongy,~ina,trongy
trongitrongy,trongy,~~,trongy
trosaina,trosa,~ina,trosa
trosinina,trosina,~ina,trosina
trotrahina,trotraka,~ina,trotraka
trotroina,trotro,~ina,trotro
trotroka,troka,~~,troka
tsabahina,tsabaka,~ina,tsabaka
tsaboina,tsabo,~ina,tsabo
tsahatsahatra,tsahatra,~~,tsahatra
tsahoina,tsaho,~ina,tsaho
tsahotsaho,tsaho,~~,tsaho
tsaikana,tsaika,~ana,tsaika
tsaikonina,tsaikona,~ina,tsaikona
tsaingohina,tsaingoka,~ina,tsaingoka
tsaingotsaingoka,tsaingoka,~~,tsaingoka
tsaitsaika,tsaitsaika,~~,tsaika
tsakoina,tsako,~ina,tsako
tsakotsako,tsako,~~,tsako
tsakotsakoina,tsako,~ina,tsakotsako
tsambikina,vikina,tsa~,vikina
tsamontsamonina,tsamontsamona,~ina,tsamontsamona
tsanganana,tsanganana,~ana,tsangana
tsantselatra,tselatra,tsa~,tselatra
tsaohina,tsaoka,~ina,tsaoka
tsapahana,tsapaka,~ana,tsapaka
tsapaina,tsapa,~ina,tsapa
tsapatsapa,tsapatsapa,~~,tsapa
tsapatsapaka,tsapatsapaka,~~,tsapaka
tsapika,pika,tsa~,pika
tsapitika,pitika,tsa~,pitika
tsaporetika,poretika,tsa~,poretika
tsaraina,tsara,~ina,tsara
tsaraingonina,tsaraingona,~ina,tsaraingona
tsarapahana,tsarapaka,~ana,tsarapaka
tsarapaka,tsarapaka,~ar~,tsapaka
tsaratsara,tsara,~~,tsara
tsaratsaraina,tsara,~ina,tsaratsara
tsatohana,tsatoka,~ana,tsatoka
tsatotsatoka,tsatoka,~~,tsatoka
tsatsahina,tsatsaka,~ina,tsatsaka
tsatsaingohina,tsatsaingoka,~ina,tsatsaingoka
tsatsaingonina,tsatsaingona,~ina,tsatsaingona
tsatsaingotsatsaingoka,tsatsaingoka,~~,tsatsaingoka
tsatsefaka,tsefaka,tsa~,tsefaka
tsatselika,tselika,tsa~,tselika
tsatsiahina,tsatsiaka,~ina,tsatsiaka
tsatsiaka,tsiaka,tsa~,tsiaka
tsatsoina,tsatso,~ina,tsatso
tsefahina,tsefaka,~ina,tsefaka
tsefatsefaka,tsefaka,~~,tsefaka
tseforana,tsefotra,~ana,tsefotra
tsefotsefotra,tsefotra,~~,tsefotra
tsehontsehonina,tsehontsehona,~ina,tsehontsehona
tselahana,tselaka,~ana,tselaka
tselarana,tselatra,~ana,tselatra
tselatselaka,tselaka,~~,tselaka
tselatselatra,tselatra,~~,tselatra
tselehina,tselika,~ina,tselika
tselitselika,tselika,~~,tselika
tsembohina,tsemboka,~ina,tsemboka
tsembotsemboka,tsemboka,~~,tsemboka
tsenaina,tsena,~ina,tsena
tsentsenana,tsentsina,~ana,tsentsina
tsentsitsentsitra,tsentsitra,~~,tsentsitra
tsepohina,tsepoka,~ina,tsepoka
tserohina,tseroka,~ina,tseroka
tsetahana,tsetaka,~ana,tsetaka
tsetsahana,tsetsaka,~ana,tsetsaka
tsetsahina,tsetsaka,~ina,tsetsaka
tsetsetra,tsetsetra,~~,tsetra
tsetsotsetsoka,tsetsoka,~~,tsetsoka
tsiahina,tsiaka,~ina,tsiaka
tsiahitsiahy,tsiahy,~~,tsiahy
tsiahivina,tsiahy,~ina,tsiahy
tsiarivoarivo,arivo,tsi~,arivo
tsiarotsiaro,tsiaro,~~,tsiaro
tsiatsiaka,tsiaka,~~,tsiaka
tsibabibaby,baby,tsi~~,baby
tsibasibasy,basy,tsi~~,basy
tsibilabilaka,bilaka,tsi~,bilabilaka
tsidihina,tsidika,~ina,tsidika
tsidimidimy,dimy,tsi~~,dimy
tsiditsidika,tsidika,~~,tsidika
tsidobodoboka,doboka,tsi~,dobodoboka
tsidradrahina,tsidradraka,~ina,tsidradraka
tsidradraina,tsidradra,~ina,tsidradra
tsielaela,ela,tsi~,ela
tsifahina,tsifaka,~ina,tsifaka
tsifasampasana,fasana,tsi~,fasampasana
tsifitofito,fito,tsi~,fito
tsifolofolo,folo,tsi~,folo
tsihifina,tsihika,~ina,tsihika
tsihina,tsika,~ina,tsika
tsihitsihika,tsihika,~~,tsihika
tsikahonkahona,kahonkahona,tsi~,kahonkahona
tsikakakaka,kakakaka,tsi~,kakakaka
tsikalaina,tsikala,~ina,tsikala
tsikalana,tsikalana,~ana,tsikala
tsikalanina,tsikalana,~ina,tsikalana
tsikamokamo,kamo,tsi~,kamo
tsikanina,tsikanina,tsi~,kanina
tsikarohina,tsikaroka,~ina,tsikaroka
tsikaroka,tsikaroka,tsi~,karoka
tsikebona,tsikebona,tsi~,kebona
tsikebonina,tsikebona,~ina,tsikebona
tsikefakefahina,tsikefakefaka,~ina,tsikefakefaka
tsikehina,tsikehina,tsi~,kehina
tsikelikely,kely,tsi~~,kely
tsikera,kera,tsi~,kera
tsikeraina,kera,~ina,tsikera
tsikikikiky,kikikiky,tsi~,kikikiky
tsikiloina,tsikilo,~ina,tsikilo
tsikilovina,tsikilo,~ina,tsikilo
tsikitsiky,tsikitsiky,~~,tsiky
tsikoko,tsikoko,tsi~,koko
tsikokoina,tsikoko,~ina,tsikoko
tsikozakozaina,tsikozakoza,~ina,tsikozakoza
tsilaikolaiko,laiko,tsi~,laiko
tsilaingalainga,lainga,tsi~,lainga
tsilalao,lalao,tsi~,lalao
tsilasilasy,tsilasilasy,tsi~,lasilasy
tsiloina,tsilo,~ina,tsilo
tsilopilopy,tsilopilopy,tsi~,lopilopy
tsilotidotika,tsilotidotika,tsi~,lotidotika
tsilotsilo,tsilo,~~,tsilo
tsilovina,tsilo,~ina,tsilo
tsimbadika,vadika,tsi~,vadika
tsimbarivary,varivary,tsi~,varivary
tsimbinina,tsimbina,~ina,tsimbina
tsimbohitra,vohitra,tsi~,vohitra
tsimedameda,meda,tsi~,medameda
tsiminina,tsimina,~ina,tsimina
tsimoramora,moramora,tsi~,moramora
tsimozimozy,mozimozy,tsi~,mozimozy
tsimpohafohazina,tsimpohafoha,~ina,tsimpohafoha
tsimponina,tsimpona,~ina,tsimpona
tsinabo,tsabo,~in~,tsabo
tsinaika,tsaika,~in~,tsaika
tsinaikanaika,naikanaika,tsi~,naikanaika
tsinaingoka,tsaingoka,~in~,tsaingoka
tsinako,tsako,~in~,tsako
tsinapaka,tsapaka,~in~,tsapaka
tsinatsinaka,tsinaka,~~,tsinaka
tsindohaina,tsindoha,~ina,tsindoha
tsindriana,tsindry,~ana,tsindry
tsindrihina,tsindrika,~ina,tsindrika
tsindroanina,tsindroana,~ina,tsindroana
tsindrohina,tsindroka,~ina,tsindroka
tsindronina,tsindrona,~ina,tsindrona
tsindrotsindroka,tsindroka,~~,tsindroka
tsinentsina,tsentsina,~in~,tsentsina
tsingangaina,tsinganga,~ina,tsinganga
tsingaohina,tsingaoka,~ina,tsingaoka
tsingerina,tsingerina,tsi~,herina
tsingevitra,hevitra,tsi~,hevitra
tsingilahila,tsingilahila,tsi~,hilahila
tsinginana,tsingina,~ana,tsingina
tsinginina,tsingina,~ina,tsingina
tsinina,tsiny,~ina,tsiny
tsinindry,tsindry,~in~,tsindry
tsininjo,tsinjo,~in~,tsinjo
tsinipaka,tsipaka,~in~,tsipaka
tsinirika,tsirika,~in~,tsirika
tsinjahina,tsinjaka,~ina,tsinjaka
tsinjara,zara,tsi~,zara
tsinjaraina,tsinjara,~ina,tsinjara
tsinjarazara,zara,tsi~,zarazara
tsinjatsinjaka,tsinjaka,~~,tsinjaka
tsinjotsinjo,tsinjo,~~,tsinjo
tsinjovina,tsinjo,~ina,tsinjo
tsinongo,tsongo,~in~,tsongo
tsinontsona,tsontsona,~in~,tsontsona
tsintsinina,tsintsina,~ina,tsintsina
tsiofina,tsioka,~ina,tsioka
tsiombiomby,omby,tsi~~,omby
tsipahina,tsipaka,~ina,tsipaka
tsipatsipaka,tsipaka,~~,tsipaka
tsipazana,tsipy,~ana,tsipy
tsipelehina,tsipelika,~ina,tsipelika
tsipihina,tsipika,~ina,tsipika
tsipilaka,pilaka,tsi~,pilaka
tsipindina,tsipindy,~ina,tsipindy
tsipindy,tsipindy,tsi~,pindy
tsipitsipika,tsipika,~~,tsipika
tsipitsipy,tsipy,~~,tsipy
tsiporetika,poretika,tsi~,poretika
tsipotika,potika,tsi~,potika
tsipotipotika,potika,tsi~,potipotika
tsirakaraka,tsirakaraka,tsi~,rakaraka
tsirakarakaina,tsirakaraka,~ina,tsirakaraka
tsirangaranga,ranga,tsi~,rangaranga
tsiranorano,rano,tsi~,rano
tsiratsiraina,tsiratsira,~ina,tsiratsira
tsiratsiraka,tsiraka,~~,tsiraka
tsirendrena,tsirendrena,tsi~,rendrena
tsirenireny,tsirenireny,tsi~,renireny
tsirihina,tsirika,~ina,tsirika
tsiriritina,tsiriritra,~ina,tsiriritra
tsiritsirika,tsirika,~~,tsirika
tsiroaroa,roa,tsi~,roa
tsisivisivy,sivy,tsi~~,sivy
tsitapitapy,tapitapy,tsi~,tapitapy
tsitelotelo,telo,tsi~,telo
tsititsitika,tsitika,~~,tsitika
tsitoha,toha,tsi~,toha
tsitointoina,tointoina,tsi~,tointoina
tsitokotoko,tsitokotoko,tsi~,toko
tsitongatonga,tonga,tsi~,tonga
tsitranotrano,trano,tsi~,trano
tsitsihina,tsitsika,~ina,tsitsika
tsitsina,tsitsy,~ina,tsitsy
tsitsitra,tsitra,tsi~,tsitra
tsivalanana,tsivalana,~ana,tsivalana
tsivalovalo,valo,tsi~,valo
tsivarivary,vary,tsi~~,vary
tsivatsivaka,tsivaka,~~,tsivaka
tsivembena,vembena,tsi~,vembena
tsivetraka,vetraka,tsi~,vetraka
tsivolivoly,volivoly,tsi~,volivoly
tsizarizary,zary,tsi~~,zary
tsizatozato,zato,tsi~,zato
tsoahana,tsoaka,~ana,tsoaka
tsoatsoaka,tsoaka,~~,tsoaka
tsobohana,tsoboka,~ana,tsoboka
tsobohina,tsoboka,~ina,tsoboka
tsobotsoboka,tsoboka,~~,tsoboka
tsofana,tsofa,~ana,tsofa
tsofatsofa,tsofa,~~,tsofa
tsofina,tsoka,~ina,tsoka
tsofohana,tsofoka,~ana,tsofoka
tsoforana,tsofotra,~ana,tsofotra
tsofotsofoka,tsofoka,~~,tsofoka
tsofotsofotra,tsofotra,~~,tsofotra
tsokitsoky,tsoky,~~,tsoky
tsoloana,tsolo,~ana,tsolo
tsolotsolo,tsolo,~~,tsolo
tsolotsolotra,tsolotra,~~,tsolotra
tsongaina,tsonga,~ina,tsonga
tsongoina,tsongo,~ina,tsongo
tsongotsongo,tsongo,~~,tsongo
tsongotsongoina,tsongo,~ina,tsongotsongo
tsontsonina,tsontsona,~ina,tsontsona
tsontsorifana,tsontsorika,~ana,tsontsorika
tsontsorihana,tsontsorika,~ana,tsontsorika
tsontsorofina,tsontsoroka,~ina,tsontsoroka
tsoriaka,tsoriaka,tso~,riaka
tsorina,tsotra,~ina,tsotra
tsoropaka,tsopaka,~or~,tsopaka
tsotahana,tsotaka,~ana,tsotaka
tsotatsotaka,tsotaka,~~,tsotaka
tsotsoka,tsoka,tso~,tsoka
tsotsotra,tsotra,tso~,tsotra
tsovahana,tsovaka,~ana,tsovaka
tsovatsovaka,tsovaka,~~,tsovaka
vabatra,vatra,~~,vatra
vadiana,vady,~ana,vady
vadibadika,vadika,~~,vadika
vadidirana,diditra,~ana,vadiditra
vadidirina,diditra,~ina,vadiditra
vadiditra,diditra,va~,diditra
vadina,vady,~ina,vady
vahana,vaha,~ana,vaha
vahavaha,vahavaha,~~,vaha
vahobahotra,vahotra,~~,vahotra
vahorana,vahotra,~ana,vahotra
vahorina,vahotra,~ina,vahotra
vaibaitra,vaitra,~~,vaitra
vaikaina,vaika,~ina,vaika
vaingaina,vainga,~ina,vainga
vaingana,vaingana,~ana,vainga
vaingavainga,vaingavainga,~~,vainga
vakanana,vakana,~ana,vakana
vakavaka,vakavaka,~~,vaka
vakavakaina,vakavaka,~ina,vakavaka
vakina,vaky,~ina,vaky
vakivaky,vaky,~~,vaky
valabalaka,valaka,~~,valaka
valampatra,valampatra,va~,lampatra
valana,valana,~ana,vala
valavalaina,valavala,~ina,valavala
valavalana,valavala,~ana,valavala
valiana,valy,~ana,valy
valivaly,valy,~~,valy
valoina,valo,~ina,valo
valongana,vongana,~al~,vongana
valovalo,valo,~~,valo
vanavanaina,vanavana,~ina,vanavana
vandanina,vandana,~ina,vandana
vandrahana,vandraka,~ana,vandraka
vandriana,vandry,~ana,vandry
vandrinina,vandrina,~ina,vandrina
vandrivandry,vandry,~~,vandry
vangana,vanga,~ana,vanga
vangavanga,vanga,~~,vanga
vangiana,vangy,~ana,vangy
vangivangy,vangy,~~,vangy
vangoana,vango,~ana,vango
vangongoana,vangongo,~ana,vangongo
vangongoina,vangongo,~ina,vangongo
vangovango,vango,~~,vango
vangovangoina,vango,~ina,vangovango
vanivany,vanivany,~~,vany
vankonina,vankona,~ina,vankona
vanonina,vanona,~ina,vanona
vantanina,vantana,~ina,vantana
vaohina,vaoka,~ina,vaoka
vaovao,vao,~~,vao
vaozina,vao,~ina,vao
